budget,revenue,company
2777000,33754967,Loew's Incorporated
16000000,50007546,New Line Cinema
6000000,25059640,MTV Films
6000000,44703995,Saturn Films
6000000,44703995,Wild Bunch
6000000,44703995,Protozoa Pictures
6000000,44703995,Top Rope
66000000,189198313,Twentieth Century Fox Film Corporation
66000000,189198313,Ten Thirteen Productions
30000000,68369434,Twentieth Century Fox Film Corporation
30000000,68369434,Ten Thirteen Productions
30000000,68369434,Dune Entertainment III
30000000,68369434,Crying Box Productions
25000000,77208711,Miramax Films
25000000,77208711,Ghoulardi Film Company
25000000,77208711,Paramount Vantage
4000000,13008928,Universal Pictures
4000000,13008928,Alive Films
4000000,13008928,Larry Franco Productions
8000000,529766,Miramax Films
16000000,2849142,DreamWorks SKG
16000000,2849142,Neal Street Productions
16000000,2849142,DreamWorks Pictures
16000000,2849142,Province of British Columbia Production Services Tax Credit
80000000,34566746,New Line Cinema
80000000,34566746,Tig Productions
2380000,8176544,EM Media
2380000,8176544,UK Film Council
2380000,8176544,Screen Yorkshire
2380000,8176544,Big Arty Productions
75000000,108e6,Village Roadshow Pictures
75000000,108e6,Atlas Entertainment
75000000,108e6,Warner Bros.
75000000,108e6,Village-A.M. Partnership
75000000,108e6,Coast Ridge
75000000,108e6,Junger Witt Productions
5500000,141195658,Eon Productions
5500000,141195658,Metro-Goldwyn-Mayer (MGM)
57000000,28283637,Studio Canal
57000000,28283637,Working Title Films
57000000,28283637,Tracy Films
5000000,42365581,Handmade Films Ltd.
27000000,101646581,Universal Pictures
27000000,101646581,Renaissance Pictures
27000000,101646581,Dark Horse Entertainment
27000000,101646581,Largo Entertainment
27000000,101646581,Signature Pictures
27000000,101646581,JVC Entertainment Networks
80000000,19480739,Paramount Pictures
80000000,19480739,Donners' Company
80000000,19480739,Mutual Film Company
80000000,19480739,Cobalt Media Group
80000000,19480739,Artists Production Group (APG)
45000000,53854588,Regency Enterprises
45000000,53854588,Warner Bros.
75000000,36754634,Twentieth Century Fox Film Corporation
75000000,36754634,David Kirschner Productions
75000000,36754634,Fox Animation Studios
200000000,1845034188,Paramount Pictures
200000000,1845034188,Twentieth Century Fox Film Corporation
200000000,1845034188,Lightstorm Entertainment
34000000,95608995,The Weinstein Company
34000000,95608995,Imagi Animation Studios
34000000,95608995,Warner Bros.
34000000,95608995,Mirage Studios
34000000,95608995,Imagi Production
2000000,13129846,Universal Pictures
1000000,376e5,Woodfall Film Productions
25000000,56505065,Hollywood Pictures
25000000,56505065,Cinergi Pictures Entertainment
110000000,333011068,Eon Productions
21000000,1772e5,Columbia Pictures Corporation
21000000,1772e5,Mirage Enterprises
21000000,1772e5,Punch Productions
21000000,1772e5,Delphi Films
21000000,1772e5,The Criterion Collection
609000,3202e3,RKO Radio Pictures
4000000,6e6,Universal Pictures
25485000,29548291,Twentieth Century Fox Film Corporation
3000000,13e6,Universal Pictures
40000000,46546197,Village Roadshow Pictures
40000000,46546197,Original Film
40000000,46546197,Warner Bros.
65000000,261317921,TriStar Pictures
65000000,261317921,Carolco Pictures
65000000,261317921,Carolco International N.V.
90000000,10372291,New Line Cinema
30000000,373554033,Pixar Animation Studios
40600000,904e5,Paramount Pictures
40600000,904e5,Cinema Group Ventures
48000000,207515725,USA Films
48000000,207515725,Initial Entertainment Group (IEG)
48000000,207515725,"Bedford Falls Company, The"
48000000,207515725,Compulsion Inc.
48000000,207515725,Splendid Medien AG
45000000,104876233,Village Roadshow Pictures
45000000,104876233,NPV Entertainment
45000000,104876233,Warner Bros.
45000000,104876233,Outlaw Productions (I)
45000000,104876233,WV Films II
4000000,16491080,Miramax Films
4000000,16491080,Channel Four Films
4000000,16491080,Noel Gay Motion Picture Company
4000000,16491080,Figment Films
4000000,16491080,Film4
1000000,13350369,IFC Films
1000000,13350369,The Weinstein Company
15000000,5926410,Lietuvos Kinostudija
15000000,5926410,Scout Productions
15000000,5926410,Telecinco Cinema
15000000,5926410,Castelao Producciones
15000000,5926410,Canal+ España
15000000,5926410,Future Films
15000000,5926410,Filmax International
15000000,5926410,Filmax Group
15000000,5926410,Universum Film (UFA)
140000000,109578115,Walt Disney Pictures
140000000,109578115,Walt Disney Feature Animation
11000000,48572e3,Universal Pictures
11000000,48572e3,No Frills Film Production
92000000,188072649,DreamWorks SKG
92000000,188072649,Goldcrest Pictures
92000000,188072649,Red Hour Films
92000000,188072649,Internationale Filmproduktion Stella-del-Sud Second
175000000,497409852,Plan B Entertainment
175000000,497409852,Warner Bros.
175000000,497409852,Nimar Studios
175000000,497409852,Radiant Productions
175000000,497409852,Helena Productions
175000000,497409852,Latina Pictures
38000000,252276927,Paramount Pictures
38000000,252276927,Scott Rudin Productions
38000000,252276927,Mike Zoss Productions
38000000,252276927,Skydance Productions
115000000,378882411,Twentieth Century Fox Film Corporation
115000000,378882411,Lightstorm Entertainment
12500000,12281551,Davis-Films
12500000,12281551,August Entertainment
12500000,12281551,Warner Bros.
12500000,12281551,Morgan Creek Productions
3000000,9879971,Movieworld Productions
3000000,9879971,Industrial Development Corporation of South Africa
3000000,9879971,UK Film & TV Production Company
3000000,9879971,National Film & Video Foundation of South Africa
312000,1281176,Fine Line Features
300000,7808524,Paramount Pictures
300000,7808524,MTV Films
55000000,11466088,Metro-Goldwyn-Mayer (MGM)
55000000,11466088,Rysher Entertainment
37000000,392616625,Summit Entertainment
37000000,392616625,Maverick Films
37000000,392616625,Imprint Entertainment
37000000,392616625,Goldcrest Pictures
37000000,392616625,Temple Hill Entertainment
37000000,392616625,Twilight Productions
10000000,29450919,Warner Bros.
15000000,216614388,Universal Pictures
92000000,494471524,Universal Pictures
92000000,494471524,Amblin Entertainment
92000000,494471524,Warner Bros.
92000000,494471524,Constant c Productions
1000000,2057193,Fox Searchlight Pictures
60000000,93354918,Village Roadshow Pictures
60000000,93354918,Castle Rock Entertainment
60000000,93354918,NPV Entertainment
60000000,93354918,Fortis Films
62000000,127666415,Universal Pictures
62000000,127666415,Canal Plus
62000000,127666415,Dino De Laurentiis Company
30000000,31070211,Screen Gems
30000000,31070211,Ultravi Productions
75000000,248118121,Limited Edition Productions Inc.
75000000,248118121,Touchstone Pictures
75000000,248118121,Blinding Edge Pictures
75000000,248118121,Barry Mendel Productions
60000000,104324083,Regency Enterprises
60000000,104324083,Warner Bros.
60000000,104324083,Seagal/Nasso Productions
60000000,104324083,Victor Company of Japan (JVC)
60000000,104324083,Cutting Edge Films
13300000,5380251,Scottish Screen
13300000,5380251,UK Film Council
13300000,5380251,FilmNation Entertainment
13300000,5380251,Nick Wechsler Productions
13300000,5380251,Creative Scotland
13300000,5380251,British Film Institute
13300000,5380251,Film4
13300000,5380251,Silver Reel
13300000,5380251,JW Films
13300000,5380251,A24
25000000,41604473,Universal Pictures
22000000,95708457,Lakeshore Entertainment
22000000,95708457,Laurinfilm
22000000,95708457,Subterranean Productions LLC
22000000,95708457,Subterranean Productions UK Ltd.
22000000,95708457,Underworld Produktions GmbH
50000000,111340801,Lakeshore Entertainment
50000000,111340801,Screen Gems
9000000,1046166,Lakeshore Entertainment
9000000,1046166,Intermedia Films
9000000,1046166,Cinerenta Medienbeteiligungs KG
20000000,12398628,Miramax Films
20000000,12398628,Amen Ra Films
50000000,119137784,Regency Enterprises
50000000,119137784,Fox 2000 Pictures
50000000,119137784,Epsilon Motion Pictures
50000000,119137784,Unfaithful Filmproduktion GmbH & Co. KG
14000000,159157447,Malpaso Productions
14000000,159157447,Warner Bros.
15000000,76286096,Universal Pictures
15000000,76286096,StudioCanal
15000000,76286096,Sidney Kimmel Entertainment
15000000,76286096,Working Title Films
45000000,10667893,TriStar Pictures
45000000,10667893,Baumgarten-Prophet Entertainment
30000000,130786397,Studio Babelsberg
30000000,130786397,StudioCanal
30000000,130786397,Dark Castle Entertainment
30000000,130786397,TF1 Films Production
30000000,130786397,Canal+
30000000,130786397,Panda Productions Inc.
30000000,130786397,Horticus UK
35000000,32483410,Lakeshore Entertainment
35000000,32483410,Cohen/Pearl Productions
35000000,32483410,Screen Gems
14000000,72527595,Original Film
14000000,72527595,TriStar Pictures
14000000,72527595,Phoenix Pictures
14000000,72527595,Canal+ Droits Audiovisuels
14000000,38574362,Original Film
14000000,38574362,Phoenix Pictures
14000000,38574362,Canal+ Droits Audiovisuels
54000000,132511035,Studio Babelsberg
54000000,132511035,DC Comics
54000000,132511035,Virtual Studios
54000000,132511035,Anarchos Productions
54000000,132511035,Silver Pictures
54000000,132511035,Warner Bros.
54000000,132511035,Medienboard Berlin-Brandenburg
54000000,132511035,Fünfte Babelsberg Film
31000000,104384188,New Line Cinema
31000000,104384188,BenderSpink
31000000,104384188,David Dobkin Productions
35000000,19478106,Vanguard Films
35000000,19478106,Scanbox
75000000,200276e3,United Artists
75000000,200276e3,Achte Babelsberg Film
75000000,200276e3,Metro-Goldwyn-Mayer (MGM)
75000000,200276e3,Bad Hat Harry Productions
2000000,11125849,Les Films d'Ici
2000000,11125849,Bridgit Folman Film Gang
2000000,11125849,Razor Film Produktion
14000000,198e5,Paramount Pictures
68000000,203388341,Paramount Pictures
68000000,203388341,Cruise-Wagner Productions
68000000,203388341,Vinyl Films
23000000,16123851,Alliance Films
23000000,16123851,Focus Features
40000000,151161491,Columbia Pictures
40000000,151161491,Original Film
40000000,151161491,Kanzaman
40000000,151161491,Relativity Media
40000000,151161491,Art In Motion
17000000,1569918,Jerry Bruckheimer Films
17000000,1569918,Touchstone Pictures
75000000,215663859,Columbia Pictures Corporation
75000000,215663859,Global Entertainment Productions GmbH & Company Medien KG
30000000,9898412,Initial Entertainment Group (IEG)
30000000,9898412,Interscope Communications
30000000,9898412,VBT Productions
30000000,9898412,Ballpark Productions Partnership
15000000,96408652,The Weinstein Company
15000000,96408652,Gravier Productions
15000000,96408652,Antena 3 Films
15000000,96408652,Televisió de Catalunya (TV3)
15000000,96408652,Antena 3 Televisión
15000000,96408652,Mediapro
5952000,2120439,Universal Pictures
5952000,2120439,Famous Players Ltd
5952000,2120439,Guardian Trust Company
5952000,2120439,Filmplan International II
30000000,24048e3,Paramount Pictures
12899867,85582407,El Deseo
25100000,29506464,Ixtlan Productions
25100000,29506464,Emperor Motion Pictures
25100000,29506464,Global Entertainment Group
15000000,64256513,New Line Cinema
15000000,64256513,Tribeca Productions
15000000,64256513,Baltimore Pictures
3000000,18637690,L.I.F.T. Production
3000000,18637690,Eden Rock Media
2000000,22179430,Night and Day Pictures
35000000,18317151,Columbia Pictures Corporation
35000000,18317151,Apatow Productions
28000000,186438883,Tree Line Films
28000000,186438883,Konrad Pictures
28000000,186438883,Catfish Productions
28000000,186438883,Fox 2000 Pictures
28000000,186438883,Mars Media Beteiligungs
56000000,57223890,Metro-Goldwyn-Mayer (MGM)
56000000,57223890,Mandeville Films
56000000,57223890,WWE Studios
56000000,57223890,Hyde Park Entertainment
56000000,57223890,Burke/Samples/Foster Productions
56000000,57223890,Cub Eight Productions
15000000,43848069,Twentieth Century Fox Film Corporation
75000000,258270008,Universal Pictures
75000000,258270008,Spyglass Entertainment
75000000,258270008,Bazelevs Production
75000000,258270008,Kickstart Productions
75000000,258270008,Marc Platt Productions
75000000,258270008,Top Cow Productions
75000000,258270008,Relativity Media
75000000,258270008,Ringerike Zweite Filmproduktion
75000000,258270008,Revolution Sun Studios
132000000,591739379,Paramount Pictures
132000000,591739379,DreamWorks SKG
132000000,591739379,Cruise/Wagner Productions
132000000,591739379,Amblin Entertainment
12000000,79567667,United Artists
12000000,79567667,Sherwood Productions
175000000,264218220,Universal Pictures
175000000,264218220,Gordon Company
175000000,264218220,Davis Entertainment
175000000,264218220,Licht/Mueller Film Corporation
20000000,121697323,Paramount Pictures
65000000,43545364,Legendary Pictures
65000000,43545364,Thunder Road Pictures
65000000,43545364,Wonderland Sound and Vision
65000000,43545364,Warner Bros.
21000000,54926886,Columbia Pictures
21000000,54926886,Industry Entertainment
21000000,54926886,2929 Productions
75000000,114660784,Icon Entertainment International
75000000,114660784,Wheelhouse Entertainment
75000000,114660784,Motion Picture Production GmbH & Co. Erste KG
30000000,14e6,Twentieth Century Fox Film Corporation
30000000,14e6,Intermedia Films
30000000,14e6,Mediastream Vierte Film GmbH & Co. Vermarktungs KG
30000000,14e6,Mooseport Productions
6000000,43656822,United Artists
6000000,43656822,Seven Arts
6000000,43656822,Mirisch Pictures
8000000,414e5,South Pacific Pictures
85000000,71485043,PolyGram Filmed Entertainment
35000000,17e7,Twentieth Century Fox Film Corporation
35000000,17e7,Regency Enterprises
35000000,17e7,Mosaic Media Group
35000000,17e7,21 Laps Entertainment
35000000,17e7,Penn Station Entertainment
35000000,17e7,Dune Entertainment III
100000000,155464351,DreamWorks SKG
100000000,155464351,Twentieth Century Fox Film Corporation
100000000,155464351,ImageMovers
70000000,374111707,Paramount Pictures
70000000,374111707,Centropolis Entertainment
70000000,374111707,Icon Entertainment International
70000000,374111707,Wind Dancer Productions
11000000,3e7,Paramount Pictures
15000000,9902115,Columbia Pictures Corporation
15000000,66966987,Davis Entertainment
15000000,66966987,Screen Gems
16000000,92823546,Castle Rock Entertainment
16000000,92823546,Nelson Entertainment
15000000,33771174,Twentieth Century Fox Film Corporation
15000000,33771174,Wind Dancer Films
100000000,100086793,Village Roadshow Pictures
100000000,100086793,Legendary Pictures
100000000,100086793,Playtone
100000000,100086793,Wild Things Productions
100000000,100086793,Warner Bros.
37000000,113086475,Columbia Pictures
37000000,113086475,Revolution Studios
37000000,113086475,Wayans Bros. Entertainment
37000000,113086475,Gone North Productions
14000000,34793160,Walt Disney Pictures
14000000,34793160,Silver Screen Partners IV
14000000,34793160,Hybrid Productions Inc.
10000000,91196419,Universal Pictures
10000000,91196419,Brightlight Pictures
10000000,91196419,Endgame Entertainment
10000000,91196419,The Movie Network (TMN)
10000000,91196419,Canadian Film or Video Production Tax Credit (CPTC)
10000000,91196419,Province of British Columbia Film Incentive BC
